student_id,vle_engagement_score,entrepreneurial_grit_index,innovation_credits_completed,competitions_participated,competitions_won,portfolio_achievement_scale,skills_possessed,skills_seeking,competition_history,has_startup,startup_industry,semantic_pitch_statement,tech_readiness_level_trl,mentorship_hours,founder_idea_fit_score,market_readiness_score,team_size,patents_filed,technology_transfers_completed,revenue_generated_usd,seed_funding_received,startup_achievement,startup_achievement_scale,investor_details,success_prediction_label
STU00531,115,4.6,12,8,8,10,Python | Machine Learning | Blockchain,Data Analysis,Product Design Sprint | IEEE Paper Presentation | Inter-College Innovation Challenge | Campus Ideathon | Data Science Olympiad | National Hackathon | Climate Action Hackathon | Social Entrepreneurship Challenge,1,SpaceTech,We solve manual compliance reporting in hospitals for small business owners by building a peer-to-peer micro-mentorship application in the SpaceTech sector.,6,34,0.94,0.37,7,0,0,0,0,Secured Letter of Intent from Industry Partner,6.2,Bootstrapped,0
STU00532,205,3.5,3,1,0,1.4,iOS Development | Data Analysis | Python,Business Analytics,National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00533,272,3.3,0,10,5,8.5,Data Analysis | React.js,Django | Cybersecurity,Campus Ideathon | Climate Action Hackathon | Product Design Sprint | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | National Hackathon | Smart India Hackathon (SIH) | Data Science Olympiad | State-Level Startup Pitch | IEEE Paper Presentation,1,LogisticsTech,We solve untapped renewable energy in tier-2 cities for logistics managers in emerging markets by building a federated machine learning recommendation system in the LogisticsTech sector.,6,14,0.85,0.57,3,0,0,0,0,Onboarded 500+ Beta Users,6.9,Government TIDE 2.0 Grant,1
STU00534,314,3.2,2,5,0,1.9,Blockchain | UI/UX Design | Django | Natural Language Processing,Data Analysis,Data Science Olympiad | National Hackathon | IEEE Paper Presentation | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00535,466,6.8,2,1,1,2.5,Cybersecurity | Cloud Computing,Android Development | AR/VR Development,Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00536,292,3.3,1,6,2,4.4,iOS Development | Computer Vision,Python | Business Analytics | Android Development,Social Entrepreneurship Challenge | IEEE Paper Presentation | Product Design Sprint | Climate Action Hackathon | Data Science Olympiad | State-Level Startup Pitch,1,SpaceTech,We solve fragmented agricultural market data for first-generation college students by building a mobile-first community engagement platform in the SpaceTech sector.,2,99,0.65,0.3,6,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,4,Bootstrapped,1
STU00537,458,6.5,3,1,0,1.4,React.js | DevOps | Python,Blockchain,National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00538,48,3.5,3,6,4,6.9,Business Analytics | Android Development,Cloud Computing,State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint | Data Science Olympiad | Social Entrepreneurship Challenge | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00539,236,1.9,12,2,0,2.3,Data Analysis | iOS Development,Node.js | Embedded Systems | Android Development,Product Design Sprint | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00540,206,1.3,9,7,3,6.4,Django | iOS Development | Cloud Computing | Android Development,Embedded Systems,Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | National Hackathon | Social Entrepreneurship Challenge | State-Level Startup Pitch | Product Design Sprint,1,EdTech,We solve untapped renewable energy in tier-2 cities for school teachers in tier-3 districts by building a federated machine learning recommendation system in the EdTech sector.,8,77,0.68,0.83,1,3,1,42584,1,Completed DST-NIDHI PRAYAS Grant,9.4,Corporate Innovation Arm,1
STU00541,218,6.2,6,2,0,1.8,IoT | Django,Machine Learning | Business Analytics | Blockchain,Inter-College Innovation Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00542,315,6,9,5,0,2.5,AR/VR Development,DevOps | Blockchain | Computer Vision,IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon | National Hackathon | Smart India Hackathon (SIH),1,EdTech,We solve untapped renewable energy in tier-2 cities for early-stage startup founders by building a blockchain-backed traceability ledger in the EdTech sector.,8,26,0.73,0.6,2,1,0,0,0,Awarded BIRAC BIG Grant,7.8,Government TIDE 2.0 Grant,1
STU00543,44,2.6,10,10,5,9.3,DevOps | Data Analysis | Business Analytics,iOS Development,Climate Action Hackathon | National Hackathon | Campus Ideathon | Product Design Sprint | Data Science Olympiad | Inter-College Innovation Challenge | IEEE Paper Presentation | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00544,286,6.1,0,6,3,5.5,Natural Language Processing | Cybersecurity | AR/VR Development,Machine Learning | IoT | Python,Product Design Sprint | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | State-Level Startup Pitch | Climate Action Hackathon | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00545,223,5.4,10,0,0,1.8,Data Analysis,UI/UX Design | Django | DevOps,None,1,BioTech,We solve poor financial literacy among youth for rural farmers by building a federated machine learning recommendation system in the BioTech sector.,4,5,0.66,0.3,4,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,5.2,Bootstrapped,0
STU00546,74,1.1,5,11,1,4.2,AR/VR Development | Node.js,React.js | Android Development | Embedded Systems,Social Entrepreneurship Challenge | IEEE Paper Presentation | State-Level Startup Pitch | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Climate Action Hackathon | National Hackathon | Campus Ideathon | Data Science Olympiad | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00547,126,6.1,1,11,11,10,IoT | Data Analysis | DevOps | Android Development,Python | Cybersecurity | React.js,National Hackathon | Social Entrepreneurship Challenge | State-Level Startup Pitch | Smart India Hackathon (SIH) | IEEE Paper Presentation | Data Science Olympiad | Product Design Sprint | Campus Ideathon | Climate Action Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00548,454,5.1,1,4,0,1.7,Data Analysis | Business Analytics | iOS Development | AR/VR Development,Django | DevOps,Data Science Olympiad | Product Design Sprint | Campus Ideathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00549,150,6.3,0,0,0,1,Cloud Computing,IoT,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00550,145,6.1,12,1,1,3.3,Data Engineering,Computer Vision | Business Analytics | Machine Learning,Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00551,159,1.7,12,7,4,7.8,DevOps | Data Engineering | Embedded Systems,Cybersecurity | Natural Language Processing | Blockchain,Campus Ideathon | IEEE Paper Presentation | Product Design Sprint | Climate Action Hackathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00552,333,1.7,7,10,9,10,IoT | Cloud Computing,Data Engineering | Business Analytics,Inter-College Innovation Challenge | Campus Ideathon | Climate Action Hackathon | Data Science Olympiad | State-Level Startup Pitch | IEEE Paper Presentation | National Hackathon | Product Design Sprint | Social Entrepreneurship Challenge | Smart India Hackathon (SIH),1,RetailTech,We solve carbon-intensive logistics operations for environmental compliance officers by building a mobile-first community engagement platform in the RetailTech sector.,3,39,0.83,0.33,5,0,0,0,0,Filed Provisional Patent,5,Bootstrapped,0
STU00553,200,2.6,2,0,0,1.2,Embedded Systems | Blockchain | Android Development,Computer Vision,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00554,180,6.1,8,10,4,7.9,Python,Cybersecurity,IEEE Paper Presentation | National Hackathon | Smart India Hackathon (SIH) | Climate Action Hackathon | Campus Ideathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Data Science Olympiad | Product Design Sprint,1,CivicTech,We solve inadequate early flood warning systems for government health workers by building a conversational AI patient triage assistant in the CivicTech sector.,1,57,0.86,0.61,6,0,0,0,0,Filed Provisional Patent,3.7,Bootstrapped,1
STU00555,318,6.5,12,5,5,8.7,Data Analysis,Natural Language Processing | Data Engineering,Product Design Sprint | Smart India Hackathon (SIH) | Climate Action Hackathon | National Hackathon | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00556,22,5.2,5,0,0,1.4,Android Development | UI/UX Design | Cybersecurity,Business Analytics,None,1,LogisticsTech,We solve inadequate early flood warning systems for low-income urban households by building an AI-driven predictive analytics dashboard in the LogisticsTech sector.,9,36,0.65,0.41,7,1,1,8400,0,Won Best DeepTech Prototype at National Hackathon,8.2,University Seed Fund,1
STU00557,411,3.8,12,9,1,4.5,Blockchain | IoT | Natural Language Processing | Node.js,Django | Cloud Computing | UI/UX Design,Climate Action Hackathon | Inter-College Innovation Challenge | State-Level Startup Pitch | Data Science Olympiad | National Hackathon | Campus Ideathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00558,431,1.4,4,9,5,8.7,IoT | UI/UX Design,Node.js | Embedded Systems,Product Design Sprint | Climate Action Hackathon | National Hackathon | IEEE Paper Presentation | State-Level Startup Pitch | Campus Ideathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00559,14,4.6,9,2,1,3.2,Cybersecurity | Node.js | Python | Business Analytics,AR/VR Development | iOS Development | Embedded Systems,Data Science Olympiad | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00560,260,6.6,4,5,3,5.7,UI/UX Design | Data Analysis | Cloud Computing,Data Engineering,Climate Action Hackathon | Data Science Olympiad | Campus Ideathon | State-Level Startup Pitch | Product Design Sprint,1,SpaceTech,We solve fragmented agricultural market data for government health workers by building a mobile-first community engagement platform in the SpaceTech sector.,8,92,0.81,0.72,2,1,1,15176,1,Won Best DeepTech Prototype at National Hackathon,9.8,Angel Syndicate (₹25L round),1
STU00561,241,1.9,9,6,0,2.6,Machine Learning | Natural Language Processing | Business Analytics | Data Engineering,Android Development,Product Design Sprint | Social Entrepreneurship Challenge | Climate Action Hackathon | Data Science Olympiad | IEEE Paper Presentation | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00562,275,3.3,1,9,8,10,Cloud Computing | Django | Embedded Systems | AR/VR Development,Node.js | DevOps | IoT,IEEE Paper Presentation | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Campus Ideathon | Climate Action Hackathon | State-Level Startup Pitch | Social Entrepreneurship Challenge | Data Science Olympiad | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00563,374,2.2,3,4,4,6.6,Data Analysis,Python | Data Engineering,Campus Ideathon | Smart India Hackathon (SIH) | Climate Action Hackathon | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00564,220,3,11,12,3,7.3,Django,Node.js | DevOps | Android Development,Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | Climate Action Hackathon | National Hackathon | Campus Ideathon | State-Level Startup Pitch | IEEE Paper Presentation | Inter-College Innovation Challenge | Data Science Olympiad | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00565,404,1.7,7,2,1,3.1,Python,Node.js | Cybersecurity,Social Entrepreneurship Challenge | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00566,191,3.5,5,12,10,10,Data Engineering | AR/VR Development | Django,Cloud Computing | Machine Learning | Data Analysis,Inter-College Innovation Challenge | Product Design Sprint | National Hackathon | Social Entrepreneurship Challenge | IEEE Paper Presentation | Campus Ideathon | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00567,397,2.3,6,2,1,3,Data Engineering | React.js,Natural Language Processing | Node.js | Embedded Systems,Smart India Hackathon (SIH) | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00568,286,3.5,6,12,9,10,DevOps | UI/UX Design | IoT,React.js | Blockchain,Social Entrepreneurship Challenge | Inter-College Innovation Challenge | IEEE Paper Presentation | Campus Ideathon | Data Science Olympiad | State-Level Startup Pitch | National Hackathon | Smart India Hackathon (SIH) | Product Design Sprint | Climate Action Hackathon,1,BioTech,We solve manual compliance reporting in hospitals for environmental compliance officers by building a computer-vision quality inspection tool in the BioTech sector.,4,32,1,0.31,6,0,0,0,0,Filed Provisional Patent,5.6,Bootstrapped,0
STU00569,17,5.3,6,10,5,9,React.js,Blockchain | UI/UX Design | Embedded Systems,Data Science Olympiad | Campus Ideathon | IEEE Paper Presentation | Product Design Sprint | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | Smart India Hackathon (SIH) | Climate Action Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00570,42,6.5,12,3,0,2.4,DevOps,IoT | Embedded Systems,Climate Action Hackathon | Product Design Sprint | State-Level Startup Pitch,1,CivicTech,We solve inaccessible legal aid for low-income families for logistics managers in emerging markets by building a computer-vision quality inspection tool in the CivicTech sector.,9,75,0.82,0.57,5,2,1,11600,1,Won Best DeepTech Prototype at National Hackathon,9.9,Angel Syndicate (₹25L round),1
STU00571,373,3.5,5,1,0,1.5,UI/UX Design | AR/VR Development | DevOps | Data Engineering,Computer Vision,Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00572,239,3.1,2,1,0,1.3,Data Engineering | UI/UX Design | Natural Language Processing,Django | Blockchain,Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00573,101,2.7,1,7,7,10,Android Development,IoT,Campus Ideathon | Social Entrepreneurship Challenge | Data Science Olympiad | IEEE Paper Presentation | National Hackathon | State-Level Startup Pitch | Smart India Hackathon (SIH),1,CleanEnergy,We solve inadequate early flood warning systems for government health workers by building an IoT sensor network with real-time alerts in the CleanEnergy sector.,2,52,0.84,0.7,3,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,4.6,Bootstrapped,0
STU00574,239,3.5,3,0,0,1.2,Embedded Systems | DevOps | Machine Learning | iOS Development,Node.js,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00575,37,2.8,12,12,12,10,Natural Language Processing,DevOps | React.js,Smart India Hackathon (SIH) | State-Level Startup Pitch | National Hackathon | Social Entrepreneurship Challenge | Product Design Sprint | IEEE Paper Presentation | Campus Ideathon | Inter-College Innovation Challenge | Data Science Olympiad | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00576,283,5.8,11,0,0,1.9,Computer Vision | Android Development,Blockchain | Python,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00577,266,3.8,4,4,2,4.3,Android Development,Cybersecurity,State-Level Startup Pitch | IEEE Paper Presentation | National Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00578,395,2.7,11,12,4,8.5,Embedded Systems,Cloud Computing | iOS Development,Social Entrepreneurship Challenge | State-Level Startup Pitch | National Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | Product Design Sprint | Data Science Olympiad | Climate Action Hackathon | Campus Ideathon | Inter-College Innovation Challenge,1,BioTech,We solve carbon-intensive logistics operations for low-income urban households by building a blockchain-backed traceability ledger in the BioTech sector.,4,39,0.66,0.48,3,0,0,0,0,Secured Letter of Intent from Industry Partner,5.9,Bootstrapped,0
STU00579,356,5.3,1,12,12,10,Data Analysis,Python | AR/VR Development | Django,Climate Action Hackathon | Data Science Olympiad | National Hackathon | IEEE Paper Presentation | State-Level Startup Pitch | Campus Ideathon | Smart India Hackathon (SIH) | Product Design Sprint | Social Entrepreneurship Challenge | Inter-College Innovation Challenge,1,HRTech,We solve untapped renewable energy in tier-2 cities for logistics managers in emerging markets by building a mobile-first community engagement platform in the HRTech sector.,7,24,1,0.73,7,2,1,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,7.7,Government TIDE 2.0 Grant,1
